"nome","verso"
"Menina de Amaralina","Menina de Amaralinaeu quero o seu amorMeninaOh, menina lindaVolta por favorAaaaaaai meninaEu quero lhe reveraaaaaai meninaSou louco por vocêAgora a praia choraQuerendo lhe reverNem mais a lua querLá no céu aparecerMenina de AmaralinaVolte por favor"
"Metamorfose Ambulante","Prefiro serEssa metamorfose ambulanteEu prefiro serEssa metamorfose ambulanteDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha opinião formada sobre tudoEu quero dizerAgora o oposto do que eu disse antesEu prefiro serEssa metamorfose ambulanteDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha opinião formada sobre tudoSobre o que é o amorSobre o que eu nem sei quem souSe hoje eu sou estrela, amanhã já se apagouSe hoje eu te odeio, amanhã lhe tenho amorLhe tenho amor, lhe tenho horrorLhe faço amor, eu sou um atorÉ chato chegarA um objetivo num instanteEu quero viverNessa metamorfose ambulanteDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha opinião formada sobre tudoSobre o que é o amorSobre o que eu nem sei quem souSe hoje eu sou estrela, amanhã já se apagouSe hoje eu te odeio, amanhã lhe tenho amorLhe tenho amor, lhe tenho horrorLhe faço amor, eu sou um atorEu vou desdizerAquilo tudo que eu lhe disse antesEu prefiro serEssa metamorfose ambulanteDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha, velha, velha, velha opiniãoFormada sobre tudoDo que ter aquela velha opinião formada sobre tudoDo que ter aquela velha opinião formada sobre tudo"
"Metamorfose Ambulante (Espanhol)","Prefiero ser esta metamorfosis ambulantePrefiero ser esta metamorfosis ambulanteQue tener aquella vieja opinión formada sobre todoQue tener aquella vieja opinión formada sobre todoQuiero decir ahora lo opuesto de lo que he dicho antesPrefiero ser esta metamorfosis ambulanteQue tener aquella vieja opinión formada sobre todoQue tener aquella vieja opinión formada sobre todoSobre lo que es el amorSobre lo que yo ni sé si soySi hoy yo soy estrella,la mañana ya se apagóSi hoy te odio, mañana te tengo amorTe tengo amorTe tengo pavorTe hago el amorYo soy un actorEs aburrido llegar a un objetivo en un instanteQuiero vivir en esta metamorfosis ambulanteQue tener aquella vieja opinión formada sobre todoQue tener aquella vieja opinión formada sobre todoSobre lo que es el amorSobre lo que yo ni sé si soySi hoy yo soy estrella, la mañana ya se apagóSi hoy te odio, mañaana te tengo amorTe tengo amorTe tengo pavorTe hago el amorYo soy un actorVoy a decir ahora todo lo que he dicho antesPrefiero ser esta metamorfosis ambulantePrefiero ser esta metamorfosis ambulanteQue tener aquella vieja opinión formada sobre todoQue tener aquella vieja opinión formada sobre todo"
"Metrô Linha 743","Ele ia andando pela rua meio apressadoEle sabia que tava sendo vigiadoCheguei para ele e disse: Ei amigo, você pode me ceder um cigarro?Ele disse: Eu dou, mas vá fumar lá do outro ladoDois homens fumando juntos pode ser muito arriscado!Disse: O prato mais caro do melhor banquete éO que se come cabeça de gente que pensaE os canibais de cabeça descobrem aqueles que pensamPorque quem pensa, pensa melhor paradoDesculpe minha pressa, fingindo atrasadoTrabalho em cartório mas sou escritorPerdi minha pena nem sei qual foi o mêsMetrô linha 743O homem apressado me deixou e saiu voandoAí eu me encostei num poste e fiquei fumandoTrês outros chegaram com pistolas na mãoUm gritou: Mão na cabeça malandro, se não quiser levar chumbo quente nos córneosEu disse: Claro, pois não, mas o que é que eu fiz?Se é documento eu tenho aquiOutro disse: Não interessa, pouco importa, fique aíEu quero é saber o que você estava pensandoEu avalio o preço me baseando no nível mentalQue você anda por aí usandoE aí eu lhe digo o preço que sua cabeça agora está custandoMinha cabeça caída, solta no chãoEu vi meu corpo sem ela pela primeira e última vezMetrô linha 743Jogaram minha cabeça oca no lixo da cozinhaE eu era agora um cérebro, um cérebro vivo à vinagreteMeu cérebro logo pensou: que seja, mas nunca fui tieteFui posto à mesa com mais doisE eram três pratos raros, e foi o maitre que pôsSenti horror ao ser comido com desejo por um senhor alinhadoMeu último pedaço, antes de ser engolido ainda pensou griladoQuem será este desgraçado dono desta zorra toda?Já tá tudo armado, o jogo dos caçadores canibaisMas o negócio aqui tá muito bandeiraDá bandeira demais meu DeusCuidado brother, cuidado sábio senhorÉ um conselho sério pra vocêsEu morri e nem sei mesmo qual foi aquele mêsAh! Metrô linha 743"
"Meu Amigo Pedro","Muitas vezes, Pedro, você falaSempre a se queixar da solidãoQuem te fez com ferro, fez com fogo, PedroÉ pena que você não sabe nãoVai pro seu trabalho todo diaSem saber se é bom ou se é ruimQuando quer chorar vai ao banheiroPedro, as coisas não são bem assimToda vez que eu sinto o paraísoOu me queimo torto no infernoEu penso em você, meu pobre amigoQue só usa sempre o mermo ternoPedro, onde cê vai eu também vouPedro, onde cê vai eu também vouMas tudo acaba onde começouTente me ensinar das tuas coisasQue a vida é séria e a guerra é duraMas se não puder, cale essa boca, PedroE deixa eu viver minha loucuraLembro, Pedro, aqueles velhos diasQuando os dois pensavam sobre o mundoHoje eu te chamo de careta, PedroE você me chama vagabundoPedro, onde cê vai eu também vouPedro, onde cê vai eu também vouMas tudo acaba onde começouTodos os caminhos são iguaisO que leva à glória ou à perdiçãoHá tantos caminhos, tantas portasMas somente um tem coraçãoE eu não tenho nada a te dizerMas não me critique como eu souCada um de nós é um universo, PedroOnde você vai eu também vouOh! Yes!Pedro, onde cê vai eu também vouPedro, onde cê vai eu também vouMas tudo acaba onde começouÉ que tudo acaba onde começou"
"Meu Piano","Nada mais é coerenteSe virar de trás pra frenteTanto fez como tanto fazJá experimente a casa inteiraE não achei um lugar pro meu pianoEntra ano e sai anoNão cogito em fazer planosE eu só gostei do quadro que não pintei!Lá pras três da madrugadaA síndica embriagadaResolveu escancararNuma briga com o maridoNum acorde sustenidoE o meu piano fora do lugarHaja santo e haja velaMesmo assim a cinderelaMeia-noite vai desencantarDesencantar!!!Cinderela, cinderela, cinderelaBota meu piano no lugarNo lugarEis que a noite se fez diaE eu naquela agoniaVi pela janela um cara entrarSe dizendo faxineiro, um ""expert"" em banheiroPra meu piano afinarE aos trancos e barrancosVasculhei todos os cantosE o meu piano sempre fora do lugar!Do lugar"
"Minha Viola","Eu tenho uma violaQue canta assimMinha dor ela consolaDilim, dilim, dilimQuando eu saí do meu sertãoNão tinha nada de meuA não ser esta violaQue foi meu pai quem me deuE pelo mundo eu vou andandoSubo monte, desço serraMinha viola vou tocandoRelembrando a minha terraE quando a tarde vai morrendoVou pegando minha violaSe estou triste e sofrendoEla é quem me consolaCada nota é um gemidoCada gemido é uma saudadeDe saudade estou perdidoViola, nessa eterna solidadeDe saudade estou perdidoViola, nessa eterna solidadeE nesse sertão dos meus amoresQuando me ponho a tocarEmudecem seus cantoresPara nos ouvir cantarCanta a minha alegriaCanta para eu não chorarEntrarei no céu contigoQuando minha hora chegar"
"Moleque Maravilhoso","Eu nunca cometo pequenos errosEnquanto eu posso causar terremotoE das tempestades já não tenho medoAcordo mais cedoEu nunca me animo de ir ao trabalhoEu sou o coringa de todo baralhoSou carta marcada em jogo roubadoA morte ao meu ladoEu sou o moleque maravilhosoNum certo sentido o mais perigosoMoleque da rua, moleque do mundo, moleque do espaçoQuebrando vidraças do velho RicardoNesta vizinhança sou filho bastardoCom o meu bodoque sempre no pescoçoEu exijo meu, eu exijo meu, eu exijo meu ossoeu exijomeu ossoeu sou o moleque maravilhoso"
"Morning Train","There comes the trainFrom beyond the blue hills comes the trainHuff and puff over railsHere comes the trainBurning coal of the ages and also the wordsOf their sagesLook! It's the trainIt comes huffing and puffing and coughingAnd calling, hey man!See, it's the trainYou just leave back your luggageYou need but your courage, amenWho's gonna cry?Who's gonna stay?Who's gonna laughGoing my way?For the magick train's a-comin'Look, it's drawin' into the stationAll the livin' children are withinThe chosen ones in this nationLook, look the skyIt is not the one sky that you knewCan't you fathom the way?Look, see the skySee the clouds that are blowingA- glowing, cant' you hear the signListen! Here's the signAs it grows into trumpetsBeasts and strumpets! Come, tryGod in the skySteering clouds off the atomsOf angels and Adam, oh myLook at the evilKissing good and both bowingAnd sewing their way for the trainTrain, amen"
"Mosca Na Sopa","Eu sou a moscaQue pousou em sua sopaEu sou a moscaQue pintou pra lhe abusarEu sou a moscaQue pousou em sua sopaEu sou a moscaQue pintou pra lhe abusarEu sou a moscaQue perturba o seu sonoEu sou a moscaNo seu quarto a zumbizarEu sou a moscaQue perturba o seu sonoEu sou a moscaNo seu quarto a zumbizarE não adiantaVir me dedetizarPois nem o DDTPode assim me exterminarPorque você mata umaE vem outra em meu lugarEu sou a moscaQue pousou em sua sopaEu sou a moscaQue pintou pra lhe abusarEu sou a moscaQue pousou em sua sopaEu sou a moscaQue pintou pra lhe abusar-""Atenção, eu sou a moscaA grande moscaA mosca que perturba o seu sonoEu sou a mosca no seu quartoA zum-zum-zumbizarObservando e abusandoOlha do outro lado agoraEu tô sempre junto de vocêÁgua mole em pedra duraTanto bate até que furaQuem, quem é?A mosca, meu irmão!""Eu sou a moscaQue posou em sua sopaEu sou a moscaQue pintou pra lhe abusarEu sou a moscaQue posou em sua sopaEu sou a moscaQue pintou pra lhe abusarE não adiantaVir me dedetizarPois nem o DDTPode assim me exterminarPorque você mata umaE vem outra em meu lugarEu sou a moscaQue pousou em sua sopaEu sou a moscaQue pintou pra lhe abusarEu sou a moscaQue posou em sua sopaEu sou a moscaQue pintou pra lhe abusarEu sou a moscaQue perturba o seu sonoEu sou a moscaNo seu quarto a zumbizarEu sou a moscaQue perturba o seu sonoEu sou a moscaNo seu quarto a zumbizarMas eu sou a moscaQue pousou em sua sopaEu sou a moscaQue pintou pra lhe abusar"
"Movido a Álcool","Diga, seu dotô as novidadesJá faz tempo que eu esperoUma chamada do senhorEu gastei o pouco que eu tinhaMas plantei aquela canaQue o senhor me encomendouEstou confuso e quero ouvir sua palavraSobre tanta coisa estranha acontecendo sem pararPor que que o posto anda comprando tanta canaSe o estoque do botecoJá está pra terminarDerramar cachaça em automóvelÉ a coisa mais sem graçaDe que eu já ouvi falarPor que cortar assim nossa alegriaJá sabendo que o álcool também vai ter que acabar?Veja, um poeta inspirado em Coca-ColaQue poesia mais estranha ele iria expressar?É triste ver que tudo isso é realPorque assim como os poetasTodos temos que sonhar"
"MPB (Sucesso É a Tua Prova)","Observação: Essa letra não chegou a ser gravada por Raul.Eles dizem que sou cantor de rockPor que não utilizo dissonantesDizem que eu sou um cantor de rockE que vender disco não é importanteFazer sucessoEsberto Gismonte é um grande chatoDesse tipo que o Brasil tem de monteVocês querem policiar a Música Popular BrasileiraMisturando um jazz com uma boçal besteiraVocês querem policiar a música popFlanboyou, Casa das Máquinas, Bicho de Sêda, MartinhoMas é que Som Braz - Som BrasileiroE que o som - braz - É o som brasileiroO que eu gosto mesmo é de Odair JoséQue tá muito vivo por que tá em péEu prefiro ouvir Odair JoséDo que Luiz Gonzaga Junior, e seu MacaléO negocio é pra enganar estudanteQue finge que gosta só naquele instanteEsse negocio é de enganar estudanteDe ser velho fadista e militanteEu não discuto por queSucesso, sucesso é tua provaSucesso, sucesso é tua provaSó um grupo de frustados lá no cantoPra enganar classe A não precisa tantoUm grupinho de frustados lá da covaSaudosistas radicais da bossa novaIsso é só conversa pra estudanteQue são ovelhas, que não vão atrásSeguindo um trio que ontem já passouSem deixar uma chance pra o rumo que o mundo tomouQue só levam a música real pra trásMas é que o sucesso...É a tua provaUm grupinho frustado lá no cantoPregando que o rock é só um enganoMas isso é papo pra enganar estudantesPor que no fundo eles não são cavalcantesUm negócio assimPra esculhambar mesmo esse, vejo de Som prazCom esse vejo de musica popular brasileira de raízA única raiz que conheço é de comerAmpim, mandioca e amendoimA música raíz que eu conheço é de comerAimpim, mandioca e amendoimQuando eu pergunto se conhece Rita LeeA resposta é sempre dessa eu nunca ouviNego diz quem é essa que eu nunca viA respota é que eu faço música sériaEu gosto de Waldick SorianoEu gosto muito da música popular brasileiraEu gosto muito da música popular brasileiraEu me refiro a Rita Lee, Waldick, FlamboyouTeixerinha, Teixerinha, vende mais do que vocêÓi Waldick, Waldick, Waldick bora pra ferverUma turma de debeis intelectuaisFrustados no canto com MacaléAcordes fabricados sem sentimentoEnganando o povo por 5 horas diretoTocando uma jazz session qualquer notaEu quero que essa música fique assim mesmoFora do compasso e de tempo anormalAntimusical suas que tem sentimentosPor que eu tô é sentindo raiva dessaCorja bitolada atrapalhando a estradaMúsica é isso...Sucesso, sucesso é a tua prova.Eu nunca ouvi no rádioO nome de Egberto GismonteVi um pedreiroCantando o seu gismonteGismonte, isso é normalDificil pronunciarReaça da Bossa NovaE aquele que o filho não saiuIgual ao paiEu nunca ouvi no rádio o nome de MacaléO Waldick é que dá péO Waldick é que dá péPara qualquer um que notaEnganação, enganação, enganaçãoEnganação, enganação, enganaçãoOs estudantes tão sendo enganadosE o pior é que eles sabemAbre as cabeças estudantadaE deixe o novo seguir a estradaEssa é a cultura de nosso paísO que mais vale é o que todo mundo dizYou can sing your songYou like George HarrisonDon´t, be afraid, assumaYou can import recordsAnda play bis songsAfora não me venha com Teatro e dizerNum conceito intelectual da MPBAí você vai dizer: Gostei, é isso que dá féMas não gostou nãoNão gostou não, é mentira"
"Muita Estrela, Pouca Constelação","A festa é boa tem alguém que tá bancandoQue lhe elogia enquanto vai se embriagandoE o tal do ego vai ficar lá nas alturasUsar brinquinho pra romper as estruturasE tem um punk se queixando sem pararE um wave querendo desmunhecarE o tal do heavy arrotando distorçãoE uma dark em profunda depressão(Refrão)Eu sei até que parece sério, mas é tudo armaçãoO problema é muita estrela, pra pouca constelaçãoTinha um junkie se tremendo pelos cantosUm empresário que jurava que era santoUma tiete que queria um qualquerE um sapatão que azarava minha mulherTem uma banda que eles já vão contratarQue não cria nada mas é boa em copiarA crítica gostou vai ser sucesso ela não erraAfinal lembra o que se faz na inglaterra(Refrão)E agora vem a periferiaO fotógrafo, ele vai documentarO papo do mais novo big starPra'quela revista de rock e de intrigaQue você lê quando tem dor de barrigaE o jornalista ele quer bajulaçãoPois new old é a nova sensaçãoA burrice é tanta, tá tudo tão a vistaE todo mundo posando de artista(Refrão)"
"Murungando","Levanta a cabeça mamãeLevanta a cabeça papaiLevanta a cabeça irmãoE tira seus olhos do chãoO chão é lugar de pisarLevanta a cabeça vovóLevanta a cabeça povãoLevanta a cabeça vovôPá turma do amor e da pazLevanta a cabeça rapazNão tenho outra coisa a dizerQue eu sou mais eu que você"
"My Baby Left Me / Thirty Days / Rip It Up (Medley)","Yes my baby left meNever said a wordWas it something I doneSomething that she heard?My baby left meMy baby left meMy baby even left meNever said a wordOh, one of these morningLord, it wont be longI hate to lose that womanAnd to say goodbyeYou know you left meYou know you left meMy baby even left meNever said a wordLet's go boy!I'm gonna give you thirty days to get back homeI done talked to the gypsey woman on the telephoneShe gonna send out a world wide hoodooThat'll be the very thing that'll suit yaI'm gonna see that you be back home in thirty daysOh thirty days (thirty days)Oh thirty days (thirty days)I'm gonna see that you be back home in thirty daysGonna send out a world wide hoodooThat'll be the very thing that'll suit yaI'm gonna see that you be back home in thirty daysWell it's Saturday night and I just got paidA fool about my money, don't try to saveMy heart says go, go, have a time'Cause it's Saturday night, and now I'm feelin' fineI'm gonna rock it upI'm gonna shake it upI'm gonna break it upI'm gonna shake it upI'm gonna rip it up and ball tonightWell I got me a date and I won't be lateI picked her up in my '88Shag on down by the Union HallWhen the joint starts jumpin', and now I'll have a ballI'm gonna rock it upI'm gonna shake it upI'm gonna rip it upI'm gonna rock it up (on ball, oh, yeah!)I'm gonna rip it up and ball tonightAlong about 10 I'll be flying highI walk on out in the open skyBut I don't care if I spend much dough'Cause tonight I'm gonna be one happy soulI'm gonna rock it upI'm gonna rip it upI'm gonna shake it upI'm gonna ball it upI'm gonna rip it up and ball tonight, yeah!"
"My Way / Trouble","Well, listen, pretty babyLet's go out tonightTell your mama not to worryEverything's gonna be all rightDon't let me hear you talkin'Just be there when I call'Cause what I do I do my wayOr it won't be done at allOh, little girl, better hear what I say, yeah'Cause I'm an easy-goin' guyBut I always gotta have my wayYou know I was born a tigerI always had my wayNobody's gonna change meThis or any other dayDon't let me hear you argueWhen I say funky junk'Cause a woman ain't been born yetThey can play me for a chumpOh little girl, better hear what I say, yeahYou know I'm an easy-goin' guyBut I always gotta have my wayLook baby, don't ask me for the reasonsDon't ever wonder whyWhen I walk away and leave youI don't wanna see you cryNow I've gotta lotta plansGot a lot of things to doSo don't give me no troubleOr you and I are throughOh, little girl, better hear what I say, yeahI'm an easy-goin' guyBut I always gotta have my wayIf you're looking for troubleYou came to the right placeIf you're looking for troubleJust look right in my faceI was born standing upAnd talking backMy daddy was a green-eyed mountain JackBecause I'm evil, my middle name is miseryWell I'm evil, so don't you mess around with meI've never looked for troubleBut I've never ranI don't take no ordersFrom no kind of bloated manI'm only made outOf flesh, blood and bonesBut if you're gonna start a rumbleDon't you try it on aloneBecause I'm evilMy middle name is misery, you know thatWell I'm evil, that's why I say thatSo don't you mess around with meWell I'm evil, evil, evil, as can beI'm evil, evil, evil, as can beSo don't mess around, don't mess aroundDon't mess around with meI'm evil, evil, evil, evilSo don't mess around with meYeah!"
"Na Rodoviária","O oboé e a flauta soamAssim como os sinos ecoamEm ecos nobres procedentes do OrienteNada de novo no frontTreze vezesAnteontemAh, meu DeusO invento da velaCinderela e AladimAbracadabra e Abra MelimAbre-te Sésamo, James DeanNoves fora zero - NadaAl Capone Bruce LeeVocê pode também estar aquiNa lista telefônicaAssim como a velaA vela é de ceraE a cera pega fogoE o fogo lá da velaÉ o eterno coringa do jogoO pa-pa-Papai NoelÉ um presépio de papelConfunde a quem não puder se defenderÉ 35 de aluguel, foi algures mausoléuVioleta Parra e Nero iluminaram RomaAssim como a vela"
"Nanny","Nanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyVocê não foi me encontrarFeia.Nanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyAcho que vamos brigarEu esperei por você a tarde inteira,Fiquei no jardim na Pracinha da Ribeira,Mas você não apareceu láPor favor, meu amor, vá dizendo o que háNanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyAcho que vamos brigarNanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyVocê não foi me encontrarFeiaNanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyAcho que vamos brigarEu esperei por você a tarde inteira,Fiquei no jardim na Pracinha da Ribeira,Mas você não apareceu láPor favor, meu amor, vá dizendo o que háNanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyVocê não foi me encontrarFeiaNanny, iêh, iêh, iêh, iêh, NannyUôh, ôh, ôh, ôh, NannyVocê não foi me encontrarIêh, iêh, iêh, iêh, NannyAcho que vamos brigarUôh, ôh, ôh, ôh, NannyAcho que vamos brigarFeia!"
"Não Fosse o Cabral","Tudo aqui me faltaA taxa é muito altaDane-se quem não gostar...Miséria é supérfluoO resto é que tá certoAssovia que é prá disfarçar...Falta de culturaNinguém chega à sua alturaOh Deus!Não fosse o Cabral...Por fora é só filóDentro é mulambo sóE o Cristo já não güenta maisCheira fecalomaE canta La PalomaDeixa meu nariz em paz...Falta de culturaNinguém chega à sua alturaOh Deus!Não fosse o Cabral...E dá-lhe ignorânciaEm toda circunstânciaNão tenho de que me orgulharNós não temos históriaÉ uma vida sem vitóriasEu duvido que isso vai mudar...Falta de culturaPrá cuspir na estruturaFalta de culturaPrá cuspir na estruturaFalta de culturaPrá cuspir na estruturaE que culpa tem Cabral?..."
"Não Pare Na Pista","Não pare na pistaÉ muito cedoPara você se acostumarAmor não desistaSe você páraO carro pode te pegarBibi! Fonfon! Pepê!Se você páraO carro pode te pegar (2x)Você me xingandoDe louco piradoE o mundo girandoE a gente paradoMeu bem me dê a mãoQue eu vou te levarSem carro e sem medoPara o guarda multarMeu bem me dê a mãoQue eu vou te levarSem carro e sem medoPara outro lugarNão pare na pistaÉ muito cedoPara você se acostumarAmor não desistaSe você páraO carro pode te pegarBibi! Fonfon! Pepê!Se você páraO carro pode te pegarVocê me xingandoDe louco piradoE o mundo girandoE a gente paradoMeu bem me dê a mãoQue eu vou te levarSem carro e sem medoPara o guarda multarMeu bem me dê a mãoQue eu vou te levarSem carro e sem medoPara outro lugarNão pare na pistaÉ muito cedoPara você se acostumarAmor não desistaSe você páraO carro pode te pegarBibi! Fonfon! Pepê!Se você páraO carro pode te pegarMamãe! Papai! Irmão!Se você páraO carro pode te pegarVovó! Nené! Lili!Se você páraO carro pode te pegar"
"Não Quero Mais Andar Na Contramão","Hoje uma amiga da Colômbia voltouRiu de mim porque eu não entendiDo que ela sacou aquele fumo rolouDizendo que tão bom eu nunca viEu disse não não não nãoEu já parei de fumarCansei de acordar pelo chãoMuito obrigado eu já estou calejadoNão quero mais andar na contramãoDa Bolívia uma outra amiga chegouRiu de mim porque eu não entendiQuis me empurrar um saco daquele póDizendo que tão puro eu nunca viEu disse não não não nãoEu já parei de 'hunfzCansei de acordar pelo chãoMuito obrigado eu já estou calejadoNão quero mais andar na contra-mãoTitia que morava na Argentina voltouRiu de mim porque eu não entendiMe trouxe uma caixa de perfume ê êDaquele que não tem mais por aquiEu disse não não não nãoNão brinco mais carnavalCansei de desmaiar no salãoMuito obrigado eu já andei perfumadoNão quero mais andar na contramão"
"Negócio É","O negócio é, chupar o caroço da fruta do cacauO negócio é, subir no coqueiro e do alto ver o marO negócio é, fazer plantação pra depois poder colherO negócio é, criar uma vaca e ter leite pra beberO negócio é, é saber que o mar não ta pra peixe eSairPra pescarO negócio é, dormir sem medo do outro dia que já vaiChegarQue pra passar a noite na colcheira, tem que ter oMesmo cheiro do cavalo pra não incomodar.Mas o negócio é, é tomar uma cana pro frio não mePegarO negócio é, fazer um telhado pras aguas não molharO negócio é, fuba no almoço e farinha no jantarO negócio é, tocar a sanfona pra nega rebolarO negócio é, saber que o mar não ta pra peixe e sairPra pescarO negócio é, dormir sem medo do outro dia que já vaiChegarQue pra passar a noite na colcheira, tem que ter oMesmo cheiro do cavalo pra não incomodar.O mais o negócio éO negócio éO negócio éO negócio é"
"No Fundo do Quintal da Escola","Não sei onde eu tô indoMas sei que eu tô no meu caminhoEnquanto você me critica, eu tô no meu caminhoEu sou o que sou, porque eu vivo à minha maneiraSó sei que eu sinto que foi sempre assim minha vida inteiraEu seiNão sei onde eu to indoMas sei que eu to no meu caminhoEnquanto você me critica, eu to meu caminhoDesde aquele tempo enquanto o resto da turma se juntava praBate uma bola!Eu pulava o muro, com Zezinho no fundo do quintal da escolaNão sei onde eu to indoMas sei que eu to no meu caminhoEnquanto você me critica, eu to meu caminhoVocê esperando respostas, olhando pro espaçoE eu tão ocupado vivendo, eu não me pergunto, eu façoNão sei onde eu to indoMas sei que eu to no meu caminhoEnquanto você me critica, eu to meu caminhoE se você quiser contar comigo e melhor não me chamar pra jogar bolaTo pulando o muro com o Zezinho no Fundo do quintal da escolaEu toEu to pulando o muro com o Zezinho no fundo do quintal da escolaEu toEu to pulando o muro com o Zezinho no fundo do quintal da escolaEu sempre estive láEu to pulando o muro com o Zezinho no fundo do quintal da escola"
"Novo Aeon","O sol da noite agora está nascendoAlguma coisa está acontecendoNão dá no rádio e nem estáNas bancas de jornaisEm cada dia ou qualquer lugarUm larga a fábrica e o outro sai do larE até as mulheres, ditas escravasJá não querem servir maisAo som da flauta da mãe serpenteNo para-inferno de Adão na genteDança o bebêUma dança bem diferenteO vento voa e varre as velhas ruasCapim silvestre racha as pedras nuasEncobre asfaltos que guardavamHistórias terríveisJá não há mais culpado, nem inocenteCada pessoa ou coisa é diferenteJá que assim, baseado em queVocê pune quem não é você?Ao som da flauta da mãe serpenteNo para-inferno de Adão na genteDança o bebêUma dança bem diferenteQuerer o meu não é roubar o seuPois o que eu quero é só função de euSociedade alternativa, sociedade novo aeonÉ um sapato em cada péÉ direito de ser ateu ou de ter féTer prato entupido de comida que você mais gostaSer carregado, ou carregar gente nas costasDireito de ter riso e de prazerE até direito de deixar Jesus sofrerDança o bebêUma dança bem diferenteQuerer o meuNão é roubar o seuPois o que eu queroÉ só função de euSociedade alternativaSociedade novo aeonÉ um sapato em cada péÉ direito de ser ateuOu de ter féTer prato entupido de comidaQue você mais gostaÉ ser carregado, ou carregarGente nas costasDireito de ter riso e de prazerE até direito de deixarJesus Sofrer"
"Nuit","3, 2, 1Eu, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel qu'ela queria!Yeah, yeah, yeah, yeah!Amo a guerra, adoro o fogoElemento natural do jogo, senhoresJamais me revelarei!Jamais me revelarei!Eu, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel qu'ela queria!Yeah, yeah, yeah, yeah!E quão longa é a noiteA noite eterna do tempoSe comparado ao curto sonho da vidaChega enfeitando de azulA grande amante dos homensGuardando do sol, seu beijo incomum..... Ah!Seja bom ou o que não prestaAcendo as luzes para nossa festa, senhoresEu sou o mistério do sol!Eu sou o mistério do sol!Eu, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel qu'ela queria!Yeah, yeah, yeah, yeah!Mas é com o sol que eu dividoToda a minha energiaEu sou a noite do tempoEle é o dia da vidaEle é a luz que não morreQuando chego e anoiteçoO sol dos dois horizontesA mais perfeita harmoniaEu, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel que ela queria!Eu, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel que ela queria!Eu, eu ando de passo levePra não acordar o diaEu, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel que ela queria!Eu ando, eu ando de passo levePra não acordar o diaSou da noite a companheiraMais fiel que ela queria!Eu amo a guerraAdoro o fogoElemento natural do jogoSenhoresJamais me Revelarei!Jamais me Revelarei!Eu sou Mistério do SolEu ando de passo levePra não acordar o diaE quão longa é a noiteA noite eterna do tempoSe comparado ao curto sonho da vida"
"O Carimbador Maluco","5... 4... 3... 2Parem! Esperem aíOnde é que vocês pensam que vão?Ãn-ãnPlunct Plact ZumNão vai a lugar nenhum!Plunct Plact ZumNão vai a lugar nenhum!Tem que ser selado, registrado, carimbadoAvaliado, rotulado se quiser voar!(Se quiser voar)Pra Lua: A taxa é altaPro Sol: IdentidadeMas já pro seu foguete viajar pelo universoÉ preciso meu carimbo dando o simSim, sim, simPlunct Plact ZumNão vai a lugar nenhum!Plunct Plact ZumNão vai a lugar nenhum!Tem que ser selado, registrado, carimbadoAvaliado, rotulado se quiser voar!(Se quiser voar)Pra Lua: A taxa é altaPro Sol: IdentidadeMas já pro seu foguete viajar pelo universoÉ preciso meu carimbo dando o simSim, sim, simPlunct Plact ZumNão vai a lugar nenhum!Plunct Plact ZumNão vai a lugar nenhum!Mas ora, vejam só, já estou gostando de vocêsAventura como essa eu nunca experimentei!O que eu queria mesmo era ir com vocêsMas já que eu não possoBoa viagem, até outra vezAgora oPlunct Plact ZumPode partir sem problema algumPlunct Plact ZumPode partir sem problema algumBoa viagemPlunct Plact ZumPode partir sem problema algumPlunct Plact ZumPode partir sem problema algumBoa viagem, meninos, boa viagem"
"O Conto do Sábio Chinês","Era uma vezUm sábio chinêsQue um dia sonhouQue era uma borboletaVoando nos camposPousando nas floresVivendo assimUm lindo sonho...Até que um dia acordouE pro resto da vidaUma dúvidaLhe acompanhou...Se ele eraUm sábio chinêsQue sonhouQue era uma borboletaOu se era uma borboletaSonhando que eraUm sábio chinês...(2x)"
